age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,ID,y
32,management,married,tertiary,no,0,yes,no,unknown,5,may,179,1,-1,0,unknown,53,no
45,admin.,married,secondary,no,0,no,no,cellular,14,aug,113,2,-1,0,unknown,21066,no
51,admin.,married,primary,no,943,yes,no,unknown,29,may,620,1,-1,0,unknown,7085,no
45,blue-collar,married,secondary,no,953,yes,no,unknown,15,may,417,3,-1,0,unknown,3339,no
43,admin.,single,secondary,no,56831,no,no,unknown,15,may,243,1,-1,0,unknown,3198,no
52,blue-collar,married,secondary,no,-98,yes,no,unknown,7,may,423,1,-1,0,unknown,929,no
46,self-employed,married,tertiary,no,2421,no,no,cellular,11,aug,170,4,-1,0,unknown,20185,no
46,admin.,married,secondary,no,4958,yes,no,cellular,17,nov,64,3,150,5,other,24719,no
26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,149,1,350,1,success,43391,yes
38,technician,single,secondary,no,2990,yes,no,unknown,2,jun,612,2,-1,0,unknown,8211,no
46,unknown,married,unknown,no,2911,no,no,telephone,7,jul,41,9,-1,0,unknown,12751,no
36,self-employed,single,tertiary,no,4844,no,no,unknown,9,jun,1137,3,-1,0,unknown,9994,yes
49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,558,1,-1,0,unknown,37612,yes
35,blue-collar,married,primary,no,526,yes,no,cellular,2,feb,914,2,-1,0,unknown,29326,no
59,services,married,primary,no,31,no,no,unknown,16,jun,41,3,-1,0,unknown,10669,no
59,housemaid,married,primary,no,57,no,no,cellular,22,aug,212,11,-1,0,unknown,22508,no
60,retired,married,primary,no,949,no,yes,telephone,18,jul,239,2,-1,0,unknown,15449,no
33,technician,married,secondary,no,2147,no,no,cellular,7,sep,669,1,94,1,other,41459,no
32,technician,married,secondary,no,1951,yes,no,cellular,8,apr,518,2,261,2,failure,31816,no
34,services,single,secondary,no,23,no,no,unknown,13,may,109,1,-1,0,unknown,2337,no
48,housemaid,married,secondary,no,3570,no,no,cellular,5,jun,58,2,-1,0,unknown,40175,no
50,blue-collar,married,unknown,no,1537,no,no,unknown,17,jun,24,6,-1,0,unknown,10766,no
34,management,married,tertiary,no,65,yes,no,cellular,18,nov,544,1,-1,0,unknown,24782,no
30,retired,single,secondary,no,48,no,no,cellular,18,may,142,2,300,1,other,39209,no
36,technician,single,secondary,no,1228,yes,no,cellular,14,aug,153,2,102,3,success,41085,no
52,technician,divorced,secondary,no,511,no,yes,cellular,20,aug,98,4,-1,0,unknown,21867,no
30,management,single,tertiary,no,0,no,yes,unknown,3,jul,88,1,-1,0,unknown,12551,no
52,technician,married,secondary,no,137,no,no,cellular,6,jul,227,2,-1,0,unknown,40479,yes
19,student,single,secondary,no,372,no,no,telephone,8,jul,444,3,-1,0,unknown,44111,yes
34,technician,married,tertiary,no,116,no,no,cellular,11,aug,145,2,-1,0,unknown,20095,no
57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,6855,yes
31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,413,1,-1,0,unknown,7219,no
46,technician,married,secondary,no,0,no,no,cellular,30,jul,77,2,-1,0,unknown,17983,no
29,technician,single,secondary,no,1714,no,yes,telephone,10,jul,45,1,-1,0,unknown,13908,no
40,management,single,tertiary,no,402,yes,no,unknown,30,may,243,3,-1,0,unknown,7837,no
25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,39762,yes
44,self-employed,divorced,tertiary,no,4,yes,no,unknown,6,may,312,3,-1,0,unknown,653,no
34,management,married,tertiary,no,8000,no,no,cellular,28,may,110,2,-1,0,unknown,39731,no
43,blue-collar,married,secondary,no,1109,yes,no,unknown,14,may,160,2,-1,0,unknown,2970,no
44,technician,single,secondary,no,3438,yes,no,telephone,30,jul,68,2,-1,0,unknown,17940,no
37,technician,married,secondary,no,523,yes,no,cellular,8,apr,171,2,139,4,failure,31849,no
39,services,married,secondary,no,2381,yes,yes,cellular,29,jul,91,3,-1,0,unknown,17627,no
33,self-employed,married,tertiary,no,263,no,no,cellular,4,may,119,2,-1,0,unknown,34179,no
36,management,married,tertiary,no,-1312,yes,yes,unknown,29,may,229,4,-1,0,unknown,7346,no
52,services,married,primary,no,306,yes,no,cellular,13,may,650,5,-1,0,unknown,37329,yes
28,blue-collar,single,secondary,no,975,yes,no,unknown,18,jun,59,3,-1,0,unknown,11143,no
39,technician,single,secondary,no,822,yes,yes,unknown,29,may,164,3,-1,0,unknown,7266,no
27,admin.,single,secondary,no,428,no,yes,telephone,11,jul,321,2,-1,0,unknown,14077,no
39,blue-collar,married,primary,no,-197,yes,no,unknown,20,may,204,2,-1,0,unknown,4761,no
33,services,married,secondary,no,0,no,no,cellular,4,feb,264,1,-1,0,unknown,29812,no
36,admin.,single,unknown,no,-69,yes,no,unknown,27,may,90,2,-1,0,unknown,6188,no
49,retired,divorced,secondary,no,-268,yes,no,cellular,15,jul,111,5,-1,0,unknown,14670,no
55,blue-collar,married,primary,no,9997,no,no,cellular,8,aug,118,2,-1,0,unknown,19926,no
43,management,married,tertiary,no,356,no,no,unknown,5,jun,80,1,-1,0,unknown,8972,no
49,housemaid,married,primary,no,935,no,yes,unknown,1,jul,150,1,-1,0,unknown,12470,no
52,self-employed,married,primary,no,-107,yes,yes,unknown,20,jun,134,2,-1,0,unknown,11882,no
48,blue-collar,married,primary,no,554,no,no,unknown,16,jun,263,8,-1,0,unknown,10585,no
45,management,married,secondary,no,724,yes,yes,cellular,7,aug,117,1,-1,0,unknown,19680,no
37,management,single,tertiary,no,2074,no,no,cellular,18,aug,244,2,-1,0,unknown,21451,no
32,management,married,tertiary,no,8300,no,yes,cellular,14,jul,460,3,-1,0,unknown,14318,no
46,unemployed,married,secondary,no,2551,no,no,cellular,12,aug,645,2,-1,0,unknown,20408,yes
29,management,single,secondary,no,293,yes,no,unknown,28,may,188,2,-1,0,unknown,6869,no
21,blue-collar,single,secondary,no,164,no,no,cellular,26,may,260,1,-1,0,unknown,39632,no
31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown,34388,no
54,technician,married,tertiary,no,-800,yes,no,unknown,26,may,445,2,-1,0,unknown,5919,no
51,services,married,secondary,no,0,no,no,cellular,18,jul,439,3,-1,0,unknown,15404,no
57,management,divorced,unknown,no,0,no,no,unknown,16,jun,235,2,-1,0,unknown,10606,no
28,admin.,married,secondary,no,358,no,no,cellular,4,feb,220,1,-1,0,unknown,29944,no
34,blue-collar,married,secondary,no,932,no,yes,cellular,18,nov,148,2,132,1,other,25277,no
29,blue-collar,married,secondary,no,-49,yes,yes,cellular,21,jul,210,1,-1,0,unknown,15793,no
38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,failure,31851,yes
26,admin.,single,secondary,no,187,no,no,cellular,30,jan,226,2,-1,0,unknown,28777,no
29,blue-collar,married,secondary,no,659,no,no,telephone,19,nov,401,1,-1,0,unknown,25918,no
46,admin.,single,secondary,no,757,yes,yes,cellular,6,apr,342,3,256,3,failure,31668,no
32,services,single,secondary,no,486,no,no,cellular,29,jan,1181,1,-1,0,unknown,28191,yes
50,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,42149,no
23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,42965,yes
38,technician,divorced,secondary,no,902,yes,no,cellular,14,aug,108,1,102,4,success,41065,no
42,blue-collar,married,secondary,no,250,yes,no,cellular,17,apr,42,3,-1,0,unknown,32844,no
43,housemaid,married,primary,no,522,no,no,unknown,5,jun,86,1,-1,0,unknown,9020,no
57,unemployed,married,tertiary,no,209,no,no,unknown,19,jun,453,1,-1,0,unknown,11521,no
37,services,single,secondary,no,148,no,yes,unknown,6,jun,64,1,-1,0,unknown,9403,no
38,technician,married,tertiary,no,940,no,no,cellular,12,aug,191,7,-1,0,unknown,20566,no
56,retired,married,primary,no,340,yes,no,cellular,21,jul,1220,1,-1,0,unknown,15776,no
47,management,divorced,unknown,no,582,yes,yes,unknown,16,jun,123,2,-1,0,unknown,10536,no
27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,35213,no
48,blue-collar,married,primary,no,147,no,no,cellular,19,aug,158,8,-1,0,unknown,21734,no
57,management,married,tertiary,no,-871,no,no,unknown,20,may,214,10,-1,0,unknown,4743,no
43,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,failure,37873,no
56,retired,divorced,primary,no,4,yes,no,unknown,6,may,31,3,-1,0,unknown,714,no
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,33025,yes
41,unemployed,married,tertiary,no,0,no,no,cellular,30,jan,81,1,-1,0,unknown,28805,no
55,technician,married,secondary,no,1205,yes,no,unknown,5,may,158,2,-1,0,unknown,69,no
71,unknown,married,tertiary,no,353,no,no,cellular,27,jan,208,1,93,2,failure,42748,no
39,blue-collar,married,secondary,no,854,yes,yes,cellular,6,may,181,1,-1,0,unknown,34844,no
43,services,married,secondary,no,-1,no,no,cellular,30,jul,605,2,-1,0,unknown,17952,no
37,blue-collar,married,secondary,no,-158,yes,yes,cellular,7,may,892,2,-1,0,unknown,35577,no
44,blue-collar,married,primary,no,622,yes,no,unknown,21,feb,66,1,-1,0,unknown,43084,no
56,management,married,tertiary,no,779,yes,no,unknown,5,may,164,1,-1,0,unknown,22,no
49,management,married,tertiary,no,6613,no,no,cellular,19,nov,106,1,155,3,failure,25580,no
42,management,single,tertiary,no,145,no,no,cellular,26,aug,174,2,-1,0,unknown,23056,no
35,technician,single,tertiary,no,130,yes,no,unknown,29,may,125,1,-1,0,unknown,7216,no
36,admin.,married,secondary,no,1588,yes,no,cellular,7,apr,103,1,-1,0,unknown,31690,no
50,blue-collar,married,secondary,no,1498,yes,no,cellular,18,jul,223,1,-1,0,unknown,15373,no
33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,42287,yes
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,41298,yes
71,retired,married,secondary,no,5715,no,no,cellular,17,nov,747,2,-1,0,unknown,42334,yes
30,blue-collar,married,secondary,no,5143,yes,yes,unknown,20,may,236,2,-1,0,unknown,4710,no
76,retired,divorced,primary,no,86,no,no,cellular,12,aug,192,1,-1,0,unknown,40914,no
34,technician,single,tertiary,no,-554,yes,yes,cellular,31,jul,68,3,-1,0,unknown,18303,no
47,blue-collar,married,secondary,no,1021,no,no,cellular,13,aug,399,3,-1,0,unknown,20924,no
33,management,divorced,tertiary,no,802,no,no,cellular,6,feb,401,1,-1,0,unknown,30639,no
36,management,married,tertiary,no,369,no,no,cellular,18,nov,193,4,102,2,failure,25416,no
43,technician,married,secondary,no,34,yes,no,cellular,24,jul,96,3,-1,0,unknown,16819,no
31,technician,single,secondary,no,49,yes,no,cellular,7,jul,234,1,-1,0,unknown,12915,no
33,self-employed,married,secondary,no,217,yes,yes,cellular,15,may,132,5,304,5,failure,38231,no
73,retired,married,tertiary,no,2575,no,no,cellular,17,aug,152,1,-1,0,unknown,41100,no
37,blue-collar,married,secondary,no,22341,yes,no,cellular,17,nov,175,1,-1,0,unknown,24530,no
33,blue-collar,married,secondary,no,2645,yes,yes,unknown,6,jun,85,4,-1,0,unknown,9611,no
52,admin.,single,secondary,no,3348,yes,no,unknown,14,may,407,4,-1,0,unknown,2744,no
34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,25624,no
49,services,married,secondary,no,494,no,no,unknown,17,jun,196,4,-1,0,unknown,10805,no
37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown,35024,no
35,services,divorced,secondary,no,828,yes,no,cellular,21,jul,87,1,-1,0,unknown,15832,no
41,blue-collar,married,primary,no,2007,yes,no,cellular,30,jan,419,1,-1,0,unknown,28684,no
37,technician,divorced,secondary,yes,325,yes,yes,unknown,5,jun,487,1,-1,0,unknown,8998,no
50,management,divorced,tertiary,no,299,no,no,cellular,17,nov,666,3,-1,0,unknown,24661,no
28,blue-collar,married,secondary,no,631,yes,no,cellular,13,apr,151,1,-1,0,unknown,31999,no
57,admin.,married,unknown,no,5,no,no,unknown,20,jun,165,2,-1,0,unknown,11851,no
44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown,31320,yes
32,services,single,secondary,no,228,yes,no,unknown,20,may,257,1,-1,0,unknown,4395,no
33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,-1,0,unknown,33506,yes
39,housemaid,married,tertiary,no,4,yes,yes,unknown,19,jun,185,1,-1,0,unknown,11496,no
49,management,single,tertiary,no,588,no,no,cellular,28,aug,70,9,-1,0,unknown,23740,no
47,management,married,tertiary,no,288,no,no,cellular,31,mar,193,1,181,1,success,43387,yes
37,technician,married,secondary,no,630,no,no,cellular,8,aug,241,6,-1,0,unknown,19819,no
46,entrepreneur,married,tertiary,no,0,yes,yes,cellular,6,may,37,1,-1,0,unknown,34927,no
43,admin.,married,secondary,no,1807,yes,yes,unknown,30,may,711,1,-1,0,unknown,7557,no
30,technician,single,tertiary,no,178,yes,no,unknown,8,may,234,1,-1,0,unknown,1414,no
39,blue-collar,married,secondary,no,983,yes,no,unknown,6,may,97,1,-1,0,unknown,474,no
31,blue-collar,single,secondary,no,616,yes,no,telephone,12,may,185,3,-1,0,unknown,36952,no
43,management,divorced,tertiary,no,3578,no,no,cellular,29,jan,376,2,-1,0,unknown,28506,no
37,admin.,married,secondary,no,1283,yes,no,unknown,20,may,209,1,-1,0,unknown,4495,no
39,blue-collar,married,primary,no,1004,yes,no,cellular,13,may,364,2,-1,0,unknown,37275,no
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success,41592,yes
53,blue-collar,married,secondary,no,-711,yes,no,unknown,2,jun,198,1,-1,0,unknown,8271,no
42,self-employed,married,tertiary,no,10072,no,no,cellular,22,apr,102,1,-1,0,unknown,33750,no
60,management,married,secondary,no,13238,no,no,cellular,13,aug,418,4,-1,0,unknown,20915,no
37,admin.,married,secondary,no,766,yes,no,unknown,14,may,123,1,-1,0,unknown,3033,no
35,management,married,tertiary,no,5057,yes,no,unknown,4,jun,193,10,-1,0,unknown,8764,no
56,technician,married,secondary,no,150,yes,yes,cellular,11,may,102,6,349,1,failure,36181,no
32,blue-collar,married,secondary,no,0,yes,no,cellular,19,nov,188,2,-1,0,unknown,26066,no
34,management,married,tertiary,no,1778,no,no,cellular,5,feb,99,1,93,3,success,42908,no
37,blue-collar,married,primary,no,2939,yes,no,cellular,4,may,191,3,-1,0,unknown,34305,no
43,admin.,single,unknown,no,87,yes,no,unknown,7,may,328,2,-1,0,unknown,955,no
43,management,divorced,tertiary,no,2367,no,no,cellular,22,mar,173,2,181,4,success,43338,yes
26,services,married,secondary,no,0,yes,no,unknown,7,may,180,2,-1,0,unknown,940,no
40,blue-collar,married,primary,yes,11,yes,yes,unknown,5,jun,83,3,-1,0,unknown,8981,no
42,management,divorced,secondary,no,283,yes,no,cellular,23,jul,761,1,-1,0,unknown,16275,yes
44,technician,married,secondary,no,566,yes,yes,cellular,17,apr,467,1,-1,0,unknown,32518,no
47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,unknown,21017,no
40,entrepreneur,married,tertiary,no,2310,yes,yes,cellular,8,apr,120,1,294,1,failure,31794,no
58,retired,married,tertiary,no,2577,yes,yes,unknown,15,may,290,3,-1,0,unknown,3322,no
50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,-1,0,unknown,41797,yes
52,admin.,married,primary,no,208,yes,no,cellular,17,apr,377,2,-1,0,unknown,32479,no
28,blue-collar,single,secondary,no,1849,yes,no,unknown,28,may,204,1,-1,0,unknown,6679,no
30,technician,married,tertiary,no,296,no,no,cellular,22,aug,1809,5,-1,0,unknown,22487,no
72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,2,65,1,success,40402,yes
34,technician,married,secondary,no,603,yes,no,cellular,28,jul,51,4,434,1,failure,40592,no
47,admin.,divorced,secondary,no,1939,yes,no,cellular,19,nov,150,1,174,1,failure,25791,no
59,blue-collar,married,secondary,no,-1336,no,yes,cellular,7,jul,450,2,-1,0,unknown,12713,no
29,unemployed,married,primary,no,639,no,yes,cellular,4,feb,358,2,-1,0,unknown,29958,no
37,management,married,tertiary,no,789,yes,yes,cellular,11,aug,93,1,190,2,other,40820,no
32,blue-collar,married,unknown,no,1267,yes,no,cellular,18,may,66,2,-1,0,unknown,39258,no
26,technician,single,tertiary,no,401,no,no,cellular,5,may,188,2,-1,0,unknown,43625,yes
41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,87,6,-1,0,unknown,10579,no
36,technician,married,secondary,no,287,no,no,cellular,22,aug,381,6,-1,0,unknown,22571,no
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,15691,yes
31,unemployed,single,tertiary,no,3252,no,no,cellular,21,nov,145,2,-1,0,unknown,27094,no
40,blue-collar,married,secondary,no,3122,yes,no,unknown,12,may,344,3,-1,0,unknown,2302,no
39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,36727,yes
42,blue-collar,married,secondary,no,681,yes,no,cellular,18,nov,203,1,-1,0,unknown,25430,no
47,housemaid,divorced,secondary,no,1453,no,no,unknown,12,jun,303,1,-1,0,unknown,10378,no
27,blue-collar,married,secondary,no,106,yes,no,unknown,8,may,207,2,-1,0,unknown,1518,no
41,blue-collar,married,secondary,no,235,yes,no,unknown,14,may,181,1,-1,0,unknown,2938,no
32,management,married,secondary,no,1215,yes,yes,cellular,3,feb,211,2,-1,0,unknown,29600,no
54,blue-collar,married,primary,no,2933,yes,no,unknown,15,may,144,2,-1,0,unknown,3357,no
38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,170,5,-1,0,unknown,6813,no
54,technician,married,secondary,no,473,no,yes,cellular,13,aug,112,1,-1,0,unknown,41007,no
27,blue-collar,married,secondary,no,1341,yes,yes,unknown,30,may,254,2,-1,0,unknown,7743,no
44,management,married,tertiary,no,1788,no,no,cellular,5,aug,166,2,-1,0,unknown,19138,no
43,blue-collar,single,secondary,no,276,yes,no,cellular,14,may,33,6,-1,0,unknown,37578,no
31,management,single,tertiary,no,2085,yes,no,cellular,21,nov,639,2,93,4,failure,27569,no
29,services,single,secondary,no,-142,yes,no,unknown,16,may,140,1,-1,0,unknown,3757,no
28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,unknown,35608,no
42,admin.,married,secondary,no,0,yes,no,cellular,8,jul,1011,1,-1,0,unknown,13367,no
48,technician,married,tertiary,no,658,yes,no,cellular,17,jul,89,1,-1,0,unknown,15071,no
45,admin.,married,secondary,no,251,yes,no,cellular,5,may,304,2,259,2,failure,34654,no
32,blue-collar,married,secondary,no,214,yes,no,unknown,8,may,190,1,-1,0,unknown,1420,no
46,blue-collar,married,primary,no,771,yes,no,cellular,18,nov,708,1,-1,0,unknown,25058,no
34,services,single,secondary,no,1157,yes,no,unknown,21,may,103,2,-1,0,unknown,4921,no
46,technician,married,secondary,yes,4,no,yes,cellular,9,jul,78,1,-1,0,unknown,13540,no
59,retired,divorced,primary,no,137,yes,yes,unknown,7,may,66,3,-1,0,unknown,1116,no
43,management,married,tertiary,no,0,no,no,cellular,1,jun,346,1,-1,0,unknown,39766,no
45,unknown,married,unknown,no,19706,yes,no,cellular,3,feb,419,3,-1,0,unknown,29534,no
32,self-employed,married,tertiary,no,1214,no,no,cellular,11,aug,104,2,-1,0,unknown,20105,no
39,technician,married,secondary,no,508,yes,no,cellular,2,apr,598,2,135,5,failure,31518,no
57,blue-collar,married,secondary,no,5935,yes,yes,unknown,5,may,258,1,-1,0,unknown,71,no
35,admin.,divorced,secondary,no,951,yes,no,cellular,16,apr,567,2,-1,0,unknown,32386,no
32,technician,married,secondary,no,473,no,yes,cellular,7,may,292,3,-1,0,unknown,43652,yes
41,blue-collar,married,secondary,no,514,no,yes,telephone,15,jul,321,3,-1,0,unknown,14509,no
42,blue-collar,married,secondary,no,1307,yes,no,unknown,30,may,135,3,-1,0,unknown,7918,no
30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,405,1,139,1,failure,26238,no
40,management,single,tertiary,no,1247,yes,no,cellular,9,jul,157,1,-1,0,unknown,13444,no
32,unemployed,married,secondary,no,2996,yes,no,unknown,19,may,68,1,-1,0,unknown,4122,no
41,blue-collar,married,secondary,no,433,yes,no,cellular,16,apr,75,1,-1,0,unknown,32445,no
49,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,516,no
51,self-employed,married,secondary,no,44,yes,yes,telephone,21,jul,79,1,-1,0,unknown,15716,no
33,housemaid,married,primary,no,2054,no,no,cellular,25,aug,472,6,-1,0,unknown,22722,yes
30,management,single,tertiary,no,1041,no,no,cellular,5,aug,68,1,-1,0,unknown,19088,no
25,services,single,unknown,no,342,no,no,cellular,29,jul,281,4,-1,0,unknown,17694,no
32,technician,single,secondary,no,136,yes,no,cellular,13,aug,144,2,-1,0,unknown,20790,no
56,blue-collar,married,primary,no,288,no,no,unknown,17,jun,548,3,-1,0,unknown,11043,no
36,blue-collar,married,secondary,no,4,yes,no,cellular,6,may,544,4,-1,0,unknown,35085,no
49,blue-collar,married,secondary,no,141,no,no,cellular,6,aug,275,1,-1,0,unknown,19394,no
46,services,married,secondary,no,678,no,no,cellular,7,aug,96,3,-1,0,unknown,19719,no
38,management,single,tertiary,no,1272,no,no,cellular,27,aug,101,6,-1,0,unknown,23171,no
44,management,married,tertiary,no,12392,yes,no,cellular,13,may,177,3,343,1,other,37405,no
27,management,married,tertiary,no,9630,yes,no,cellular,25,jul,190,4,-1,0,unknown,17144,no
38,blue-collar,married,primary,no,2407,yes,no,unknown,19,may,218,1,-1,0,unknown,4099,no
48,management,single,secondary,no,290,yes,no,cellular,21,jul,257,2,-1,0,unknown,15572,no
25,services,single,tertiary,no,130,yes,no,cellular,16,jul,49,1,-1,0,unknown,14820,no
43,management,married,tertiary,no,1646,yes,no,cellular,20,nov,214,1,-1,0,unknown,26550,no
29,management,married,tertiary,no,10576,no,no,unknown,15,may,1224,2,-1,0,unknown,3501,yes
36,management,married,tertiary,no,35,no,no,cellular,21,aug,246,4,-1,0,unknown,22086,no
34,management,married,tertiary,no,1674,yes,no,cellular,10,mar,113,1,210,7,failure,31301,no
49,services,married,secondary,no,1345,yes,no,cellular,20,apr,254,1,-1,0,unknown,33225,no
46,services,divorced,secondary,no,348,yes,no,cellular,20,apr,323,1,-1,0,unknown,33331,no
46,blue-collar,married,unknown,no,8,no,no,cellular,11,aug,79,6,-1,0,unknown,20259,no
30,admin.,single,secondary,no,1309,no,no,cellular,28,jan,622,1,-1,0,unknown,27804,yes
49,management,divorced,tertiary,no,100,yes,yes,cellular,18,jul,156,3,-1,0,unknown,15280,no
33,blue-collar,married,tertiary,no,22,yes,no,unknown,27,may,375,1,-1,0,unknown,6304,no
33,self-employed,married,primary,no,61,yes,no,cellular,13,may,161,1,-1,0,unknown,37063,no
28,blue-collar,single,secondary,no,387,yes,no,cellular,13,mar,61,11,282,1,other,31337,no
28,housemaid,married,primary,no,5,no,no,cellular,28,jan,30,1,-1,0,unknown,27748,no
51,management,single,tertiary,no,6503,no,no,telephone,21,nov,178,5,-1,0,unknown,27574,no
29,management,single,tertiary,no,617,yes,no,unknown,19,may,387,1,-1,0,unknown,4180,no
30,services,married,secondary,no,271,yes,no,unknown,15,may,365,1,-1,0,unknown,3571,no
37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,396,2,-1,0,unknown,42684,yes
56,management,divorced,tertiary,no,177,yes,no,unknown,8,may,1040,1,-1,0,unknown,1190,no
46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,6824,yes
25,technician,single,secondary,no,1400,yes,yes,unknown,16,may,424,1,-1,0,unknown,3801,no
28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251,1,-1,0,unknown,6815,no
36,admin.,married,tertiary,no,3127,yes,no,unknown,20,may,147,2,-1,0,unknown,4671,no
50,blue-collar,married,primary,no,3764,no,no,telephone,2,jun,108,4,-1,0,unknown,39893,no
34,management,married,tertiary,no,76,no,no,unknown,8,may,335,9,-1,0,unknown,1484,no
56,retired,married,secondary,no,289,no,no,cellular,10,jul,226,1,-1,0,unknown,13741,no
49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown,31245,yes
50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,37441,yes
48,technician,married,secondary,no,658,no,no,cellular,5,feb,109,4,-1,0,unknown,30289,no
48,management,divorced,unknown,no,343,no,no,cellular,4,feb,191,1,-1,0,unknown,29815,no
45,unemployed,married,secondary,no,383,no,no,cellular,23,apr,293,1,-1,0,unknown,33770,no
49,housemaid,married,primary,no,57,no,yes,unknown,25,jun,151,1,-1,0,unknown,12286,no
50,entrepreneur,married,tertiary,no,861,no,no,unknown,9,jun,117,1,-1,0,unknown,9880,no
36,management,single,tertiary,no,0,yes,no,unknown,3,jun,174,1,-1,0,unknown,8362,no
27,admin.,single,secondary,no,3629,no,no,cellular,16,jun,66,1,-1,0,unknown,40313,no
38,admin.,married,secondary,no,607,yes,no,unknown,13,may,315,3,-1,0,unknown,2643,no
73,retired,married,primary,no,1388,no,no,telephone,11,jan,767,2,83,1,success,42608,yes
56,management,married,unknown,no,0,no,no,cellular,24,jul,54,29,-1,0,unknown,16541,no
44,services,married,secondary,no,483,yes,no,telephone,25,jul,87,1,-1,0,unknown,17019,no
45,services,divorced,secondary,no,-28,no,yes,cellular,30,jan,87,1,-1,0,unknown,28788,no
31,services,married,secondary,no,-163,yes,no,cellular,21,jul,200,2,-1,0,unknown,15544,no
45,blue-collar,married,primary,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,36978,no
56,management,married,primary,no,870,no,no,cellular,14,may,220,1,179,1,success,43720,yes
32,blue-collar,married,primary,no,2,yes,yes,cellular,20,apr,180,3,284,1,failure,33380,no
47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143,1,370,2,failure,37854,no
57,retired,divorced,primary,no,606,no,no,cellular,4,may,227,2,-1,0,unknown,34271,no
40,self-employed,married,primary,no,771,yes,no,unknown,14,may,166,1,-1,0,unknown,2862,no
55,blue-collar,married,primary,no,-317,yes,no,unknown,28,may,152,1,-1,0,unknown,6816,no
39,unemployed,divorced,secondary,no,193,yes,no,unknown,15,may,73,1,-1,0,unknown,3417,no
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,8085,yes
36,blue-collar,single,primary,no,2491,no,yes,unknown,17,jun,168,2,-1,0,unknown,10886,no
23,blue-collar,single,primary,no,965,yes,no,unknown,21,may,1161,4,-1,0,unknown,5159,no
43,blue-collar,married,secondary,no,-141,yes,yes,unknown,23,may,128,1,-1,0,unknown,5531,no
46,entrepreneur,married,unknown,no,4,no,yes,cellular,31,jul,171,4,-1,0,unknown,18527,no
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,290,1,-1,0,unknown,40764,yes
50,entrepreneur,divorced,tertiary,no,223,no,no,cellular,7,jul,264,5,-1,0,unknown,12966,no
39,management,divorced,tertiary,no,1315,yes,no,cellular,16,jul,885,1,-1,0,unknown,14871,no
38,blue-collar,single,primary,no,522,yes,no,unknown,2,jun,156,1,-1,0,unknown,8076,no
39,management,single,tertiary,no,490,no,no,unknown,20,jun,44,3,-1,0,unknown,11683,no
59,housemaid,divorced,secondary,no,122,no,no,cellular,15,jul,129,1,-1,0,unknown,14652,no
